1,1,53.46,62.19,122.12,57.67,1,1,1.0
1,2,96.71,0.28,219.64000000000004,61.06,1,1,1.0
1,3,317.2,0.0,392.65000000000003,111.38,1,1,1.0
2,1,34.8,57.1,122.11999999999999,57.669999999999995,1,1,1.0
2,2,96.71,0.28,219.64000000000004,60.98,1,1,1.0
2,3,317.2,0.0,391.00000000000006,111.38,1,1,1.0
3,1,16.16,53.71,115.32,57.669999999999995,1,1,1.0
3,2,96.71,0.28,219.64000000000004,60.9,1,1,1.0
3,3,317.2,0.0,389.3,111.38,1,1,1.0
4,1,3.44,49.47,112.76,57.67,1,1,1.0
4,2,96.71,0.28,219.64000000000004,60.82,1,1,1.0
4,3,317.2,0.0,389.7,111.38,1,1,1.0
5,1,0.0,49.5,93.5,52.510000000000005,1,1,1.0
5,2,96.71,0.28,219.64000000000004,60.74,1,1,1.0
5,3,317.2,0.0,390.09999999999997,111.38,1,1,1.0
6,1,0.0,47.3,74.4,48.8,1,1,1.0
6,2,96.71,0.28,219.64000000000004,60.66,1,1,1.0
6,3,317.2,0.0,389.27000000000004,111.38,1,1,1.0
7,1,0.0,42.9,58.3,51.00000000000001,1,1,1.0
7,2,96.71,0.28,219.64000000000004,60.57,1,1,1.0
7,3,317.2,0.0,388.43,111.38,1,1,1.0
8,1,0.0,39.24,41.4,50.99999999999999,1,1,1.0
8,2,96.71,0.28,219.64000000000004,60.49,1,1,1.0
8,3,317.2,0.0,387.59999999999997,111.38,1,1,1.0
9,1,0.0,41.4,26.0,41.50000000000001,1,1,1.0
9,2,96.71,0.28,219.64000000000004,60.41,1,1,1.0
9,3,317.2,0.0,387.59999999999997,111.38,1,1,1.0
10,2,96.71,0.28,219.64000000000004,60.33,1,1,1.0
10,3,317.2,0.0,387.59999999999997,111.38,1,1,1.0
11,2,96.71,0.28,219.64000000000004,60.25,1,1,1.0
11,3,317.2,0.0,387.35999999999996,111.38,1,1,1.0
11,4,870.98,184.31,88.19999999999993,83.11000000000001,1,1,1.0
12,2,96.71,0.28,219.64000000000004,60.17,1,1,1.0
12,3,317.2,0.0,387.10999999999996,111.38,1,1,1.0
12,4,826.0,175.8,133.17999999999995,88.19999999999999,1,1,1.0
13,2,96.71,0.28,219.64000000000004,60.08,1,1,1.0
13,3,317.2,0.0,386.87000000000006,111.38,1,1,1.0
13,4,781.9,159.7,177.27999999999997,104.30000000000001,1,1,1.0
14,2,96.71,0.28,219.64000000000004,60.0,1,1,1.0
14,3,317.2,0.0,386.63000000000005,111.38,1,1,1.0
14,4,733.6,149.5,225.57999999999993,118.69999999999999,1,1,1.0
15,2,96.71,0.28,219.64000000000004,59.92,1,1,1.0
15,3,317.2,0.0,386.39000000000004,111.38,1,1,1.0
15,4,697.1,144.4,262.0799999999999,115.29999999999998,1,1,1.0
16,2,96.71,0.28,219.64000000000004,59.839999999999996,1,1,1.0
16,3,317.2,0.0,386.14000000000004,111.38,1,1,1.0
16,4,659.8,135.9,267.20000000000005,112.79999999999998,1,1,1.0
16,5,0.0,166.5,53.46,91.58999999999997,1,1,1.0
17,2,96.71,0.28,219.64000000000004,59.76,1,1,1.0
17,3,317.2,0.0,385.90000000000003,111.38,1,1,1.0
17,4,619.9,128.3,263.80000000000007,111.89999999999998,1,1,1.0
17,5,0.0,166.5,70.4,104.30000000000001,1,1,1.0
18,2,96.71,0.28,219.64000000000004,59.68,1,1,1.0
18,3,317.02,0.0,386.08000000000004,111.25,1,1,1.0
18,4,585.13,119.82,251.97000000000003,109.38,1,1,1.0
18,5,0.0,166.5,95.8,113.60000000000002,1,1,1.0
19,2,96.71,0.28,219.64000000000004,59.6,1,1,1.0
19,3,316.84,0.0,386.26000000000005,111.12,1,1,1.0
19,4,550.4,115.6,241.80000000000007,106.80000000000001,1,1,1.0
19,5,0.0,172.4,115.3,122.1,1,1,1.0
20,2,96.71,0.28,219.64000000000004,59.51,1,1,1.0
20,3,316.66,0.0,386.44,110.99,1,1,1.0
20,4,517.3,112.2,231.60000000000002,99.99999999999999,1,1,1.0
20,5,0.0,180.88,139.0,126.32,1,1,1.0
21,2,96.71,0.28,219.64000000000004,59.43,1,1,1.0
21,3,316.47,0.0,386.63,110.87,1,1,1.0
21,4,485.92,107.96,224.78000000000003,94.04,1,1,1.0
21,5,0.0,188.5,165.3,130.60000000000002,1,1,1.0
22,2,96.71,0.28,219.64000000000004,59.35,1,1,1.0
22,3,316.29,0.0,386.81,110.74,1,1,1.0
22,4,453.7,101.18,224.77000000000004,94.03999999999999,1,1,1.0
22,5,0.0,199.5,195.0,136.60000000000002,1,1,1.0
23,2,96.71,0.28,219.64000000000004,59.269999999999996,1,1,1.0
23,3,316.11,0.0,386.99,110.61,1,1,1.0
23,4,426.56,96.09,209.54000000000002,92.31,1,1,1.0
23,5,16.1,206.3,205.20000000000002,143.39999999999998,1,1,1.0
24,2,96.71,0.28,219.64000000000004,59.19,1,1,1.0
24,3,315.93,0.0,387.17,110.48,1,1,1.0
24,4,405.36,93.54,197.64,86.36,1,1,1.0
24,5,33.9,216.5,223.9,151.0,1,1,1.0
25,2,96.71,0.28,219.64000000000004,59.11,1,1,1.0
25,3,315.75,0.0,387.35,110.35,1,1,1.0
25,4,379.92,91.0,187.47999999999996,81.30000000000001,1,1,1.0
25,5,61.04,225.83,236.66,162.06999999999996,1,1,1.0
26,2,96.71,0.28,219.64000000000004,59.019999999999996,1,1,1.0
26,3,315.56,0.0,387.54,110.23,1,1,1.0
26,4,352.78,84.21,187.48000000000002,81.3,1,1,1.0
26,5,85.63,235.16,251.07,173.14000000000001,1,1,1.0
27,2,96.71,0.28,219.64000000000004,58.94,1,1,1.0
27,3,315.38,0.0,387.72,110.1,1,1,1.0
27,4,334.12,81.67,177.27999999999997,80.42999999999999,1,1,1.0
27,5,112.8,250.4,273.09999999999997,182.49999999999997,1,1,1.0
28,2,96.71,0.28,219.64000000000004,58.86,1,1,1.0
28,3,315.2,0.0,387.90000000000003,109.97,1,1,1.0
28,4,312.07,79.13,169.63,75.37,1,1,1.0
28,5,142.48,259.73,293.41999999999996,199.46999999999997,1,1,1.0
29,2,96.71,0.28,219.64000000000004,58.78,1,1,1.0
29,3,315.02,0.0,388.08000000000004,109.84,1,1,1.0
29,4,289.17,74.04,168.82999999999998,74.55999999999999,1,1,1.0
29,5,175.56,276.69,315.44,211.31,1,1,1.0
30,2,96.71,0.28,219.64000000000004,58.699999999999996,1,1,1.0
30,3,314.84,0.0,388.26000000000005,109.71,1,1,1.0
30,4,272.21,72.34,156.09000000000003,71.16,1,1,1.0
30,5,212.02,294.5,342.58000000000004,224.89999999999998,1,1,1.0
30,6,863.35,170.74,96.64999999999998,74.63,1,1,1.0
31,2,96.71,0.28,219.64000000000004,58.62,1,1,1.0
31,3,314.65,0.0,388.45000000000005,109.58,1,1,1.0
31,4,251.86,67.25,156.08999999999997,71.16,1,1,1.0
31,5,254.42,306.37,370.58000000000004,233.63,1,1,1.0
31,6,820.1,159.7,139.89999999999998,85.67000000000002,1,1,1.0
32,2,96.71,0.28,219.64000000000004,58.54,1,1,1.0
32,3,314.47,0.0,388.63,109.46,1,1,1.0
32,4,232.36,64.7,151.03999999999996,68.61999999999999,1,1,1.0
32,5,301.07,327.6,390.03000000000003,212.39999999999998,1,1,1.0
32,6,774.3,136.8,185.70000000000005,113.69999999999999,1,1,1.0
33,2,96.71,0.28,219.64000000000004,58.449999999999996,1,1,1.0
33,3,314.29,0.0,388.81,109.33,1,1,1.0
33,4,216.2,61.3,144.3,66.10000000000001,1,1,1.0
33,5,351.1,348.0,419.69999999999993,192.0,1,1,1.0
33,6,731.9,130.0,228.10000000000002,113.69999999999999,1,1,1.0
34,2,96.71,0.28,219.64000000000004,58.37,1,1,1.0
34,3,314.11,0.0,388.99,109.2,1,1,1.0
34,4,200.1,55.4,139.20000000000002,68.6,1,1,1.0
34,5,407.9,370.9,447.70000000000005,169.10000000000002,1,1,1.0
34,6,690.3,124.1,249.30000000000007,108.6,1,1,1.0
35,2,96.71,0.28,219.64000000000004,58.29,1,1,1.0
35,3,313.93,0.0,389.17,108.62,1,1,1.0
35,4,184.8,55.4,136.7,66.1,1,1,1.0
35,5,479.1,395.5,429.9,144.5,1,1,1.0
35,6,653.0,113.9,237.39999999999998,106.9,1,1,1.0
36,2,96.71,0.28,219.64000000000004,58.21,1,1,1.0
36,3,313.75,0.0,389.35,108.04,1,1,1.0
36,4,170.4,52.0,132.4,63.599999999999994,1,1,1.0
36,5,544.4,420.9,393.4,119.10000000000002,1,1,1.0
36,6,610.6,107.1,229.79999999999995,102.70000000000002,1,1,1.0
37,2,96.71,0.28,219.64000000000004,58.129999999999995,1,1,1.0
37,3,313.56,0.0,389.54,107.46,1,1,1.0
37,4,155.1,48.6,129.00000000000003,64.5,1,1,1.0
37,5,629.2,448.0,330.79999999999995,92.0,1,1,1.0
37,6,578.4,101.2,221.30000000000007,99.3,1,1,1.0
38,2,96.71,0.28,219.64000000000004,58.05,1,1,1.0
38,3,313.38,0.0,389.72,106.88,1,1,1.0
38,4,140.7,48.6,126.40000000000003,62.800000000000004,1,1,1.0
38,6,542.8,95.3,215.30000000000007,95.00000000000001,1,1,1.0
39,2,96.71,0.28,219.64000000000004,57.96,1,1,1.0
39,3,313.2,0.0,389.90000000000003,106.3,1,1,1.0
39,4,130.5,46.1,118.80000000000001,60.199999999999996,1,1,1.0
39,6,511.4,88.5,204.30000000000007,91.6,1,1,1.0
40,2,96.71,0.28,219.64000000000004,57.879999999999995,1,1,1.0
40,3,313.5,0.0,389.6,106.3,1,1,1.0
40,4,116.08,45.25,118.8,56.849999999999994,1,1,1.0
40,6,483.41,82.56,197.48999999999995,89.94,1,1,1.0
